price,location,distance,amenities,ratings,type
8744,"Gomti Nagar, Lucknow",,Outdoor swimming pool Free WiFi Family rooms Restaurant Free parking Room service Spa and wellness centre Tea/coffee maker in all rooms Bar Fabulous breakfast,8.7,Superior Pool View Twin Bed
919,Lucknow,,Free WiFi Family rooms Free parking Room service Non-smoking rooms Breakfast ,8.5,Deluxe Double Room with Bath
734,Lucknow,,Free WiFi Room service 24-hour front desk ,7.180555555555555,Classic Triple Room
2500,"Gomti Nagar, Lucknow",,Swimming Pool Free WiFi Free parking ,9.0,One-Bedroom Apartment
4268,Lucknow,,Free WiFi Restaurant Free parking Room service Fitness centre Non-smoking rooms Facilities for disabled guests Tea/coffee maker in all rooms Bar Breakfast ,7.6,Superior Room - 2 Single Beds
779,Lucknow,,,1.0,Standard Double Room
2231,Lucknow,,Free WiFi Family rooms Restaurant Free parking Room service Airport shuttle Non-smoking rooms Facilities for disabled guests 24-hour front desk Breakfast ,7.6,Deluxe Room
2429,Lucknow,,Free WiFi Family rooms Free parking Room service Airport shuttle Non-smoking rooms 24-hour front desk Tea/coffee maker in all rooms Very good breakfast,7.7,Queen Room
1004,Lucknow,,Room service 24-hour front desk ,8.0,Classic Triple Room
655,Lucknow,,Free WiFi Family rooms Free parking Room service Airport shuttle Non-smoking rooms 24-hour front desk Breakfast ,6.0,Standard Double Room
3023,"Gomti Nagar, Lucknow",,Free WiFi Free parking Room service Facilities for disabled guests ,7.2,Standard Double Room
2669,"Gomti Nagar, Lucknow",,Free WiFi Restaurant Free parking Room service Airport shuttle Non-smoking rooms 24-hour front desk Tea/coffee maker in all rooms Fabulous breakfast,8.3,Deluxe Room
1542,Lucknow,,Free WiFi Family rooms Free parking Room service Non-smoking rooms 24-hour front desk Breakfast ,7.4,Deluxe Room
365,Lucknow,,Room service 24-hour front desk ,7.180555555555555,Classic Triple Room
1597,"Gomti Nagar, Lucknow",,,7.180555555555555,Classic Triple Room
358,"Gomti Nagar, Lucknow",,Room service 24-hour front desk ,7.180555555555555,Classic Triple Room
